order_ID,item_id,item_price,item_quantity,list_price
58131817,4963707,52,14,728
29593262,1106305,404,9,3636
90117435,3283011,81,2,162
22354167,14450372,477,2,954
63411072,48124287,122,13,1586
93838566,56950618,268,3,804
62472944,2034898,245,3,735
58393611,81987757,159,12,1908
17677707,12061792,434,4,1736
36395323,43522187,51,13,663
61243200,30321403,168,14,2352
14557675,86116169,8,15,120
88800820,82428730,369,15,5535
56976632,11051626,276,2,552
66922247,61715295,425,13,5525
7072963,34802755,74,3,222
46803252,21032028,360,8,2880
5897780,38310270,50,1,50
64565804,25664263,13,5,65
69221330,57748887,140,15,2100
64736877,45093807,208,1,208
88615394,79537094,496,2,992
28352020,76854477,310,2,620
2468761,40424712,279,2,558
89330333,87515763,221,4,884
4994381,83603457,363,13,4719
62938075,99062026,123,4,492
66389286,21454622,394,10,3940
11910060,47604988,171,6,1026
4576839,27829783,356,6,2136
43498307,3857717,111,6,666
85807839,86144667,238,14,3332
39629951,86418812,46,8,368
70249408,75284725,158,12,1896
40256184,53443465,431,10,4310
64659992,84205957,459,12,5508
71740904,43827725,138,11,1518
71038858,74741786,86,15,1290
37972691,47452688,483,8,3864
45037948,41935507,245,14,3430
89765159,83013690,410,3,1230
9229358,58583333,363,1,363
20577100,16781481,119,11,1309
92800847,89417843,141,6,846
3713648,30894532,488,9,4392
86403184,22772787,284,8,2272
59705390,53926357,381,11,4191
25776836,53020727,305,5,1525
7177217,96873793,139,6,834
97553700,13507046,179,15,2685
2960180,94688108,382,6,2292
46134097,77384553,251,4,1004
89227534,33105727,441,14,6174
40656311,66850632,161,10,1610
53761514,55536097,444,6,2664
3986882,49827019,73,1,73
52835940,44049959,374,14,5236
4066897,15036643,442,15,6630
93103572,27831519,251,7,1757
4928126,77036810,188,2,376
51503673,14550782,344,6,2064
5275939,79115476,62,13,806
37749910,90987915,355,8,2840
53584335,31340557,432,2,864
36213931,29489541,396,7,2772
76388446,90580383,250,15,3750
43339778,51209933,277,15,4155
55582841,95541587,398,12,4776
42849131,28868804,223,11,2453
40195612,35731320,93,4,372
48573405,21083341,328,11,3608
94015812,82280666,394,12,4728
59258858,93805728,183,15,2745
1628111,88134260,64,14,896
59460442,47999381,241,8,1928
84969415,2401416,49,8,392
90732294,55414166,392,10,3920
57897059,7032967,356,11,3916
74767427,86550802,93,8,744
60701138,78708532,489,1,489
84930460,86902076,254,3,762
94140484,92956445,158,8,1264
21293382,45761324,422,5,2110
1844306,9107625,316,14,4424
74061389,48180399,127,2,254
56177336,75163631,465,13,6045
30267190,11313960,367,2,734
15895851,30220041,464,3,1392
17013536,77003454,108,6,648
29330416,11979920,153,14,2142
84720467,45677533,424,3,1272
70507997,56248258,99,13,1287
29493234,14469824,279,10,2790
84324122,69349522,1,10,10
76026492,68199043,235,10,2350
76719516,93268080,240,11,2640
26575438,80748731,104,11,1144
15477668,50431625,167,10,1670
89718490,10869628,390,1,390
23802230,25873955,190,1,190
89028896,98769766,59,5,295
90059698,68761745,286,6,1716
30264663,35460060,227,9,2043
58179680,34530054,95,10,950
61357495,36357833,400,10,4000
69796302,78825512,65,4,260
42381631,7979873,196,11,2156
47732636,33224909,159,15,2385
61374980,46535719,335,13,4355
72140550,8619501,335,15,5025
73702320,39045027,106,14,1484
40270050,58396322,185,6,1110
81326204,22457929,455,1,455
29907694,31307802,108,13,1404
35860600,99090210,59,12,708
2352657,94785159,125,1,125
93700443,82706951,268,10,2680
65801635,61817272,123,13,1599
19896618,21531354,171,5,855
18253191,5734726,46,8,368
22221292,57227757,210,11,2310
1059250,2411477,49,11,539
10489826,45952050,478,2,956
494540,60907912,233,15,3495
49510379,64108766,245,15,3675
22327994,7951213,364,2,728
75430313,47321335,267,11,2937
90696077,94308860,181,1,181
12516667,55231312,469,4,1876
19219073,62962230,29,5,145
12989249,98635214,15,10,150
69590603,6477578,435,15,6525
76927881,70049374,221,10,2210
86071901,95094106,157,2,314
18468816,11882626,349,4,1396
60374455,645881,402,4,1608
55435000,17784337,9,3,27
11660736,59779599,454,10,4540
80708643,30621596,63,1,63
22235473,29664047,422,9,3798
96760550,44175719,431,8,3448
38187070,1692761,431,14,6034
74086313,29995004,203,9,1827
23614802,50092710,16,14,224
9040199,99340469,37,11,407
71985022,21586491,68,1,68
52238932,5580620,340,10,3400
33286853,19086149,380,13,4940
67851225,31729970,234,2,468
33656038,96860823,164,7,1148
38188534,99461072,244,6,1464
62703413,45065774,419,15,6285
41279700,7833748,136,15,2040
64426464,18417524,425,9,3825
81915637,28376446,125,13,1625
11739999,33337944,142,11,1562
97215318,9287396,235,9,2115
57326467,2562698,153,15,2295
3383520,65380406,364,7,2548
76358241,68882884,442,15,6630
52403873,85724792,299,11,3289
75387341,61491458,76,14,1064
13350369,23318038,116,6,696
48164443,35799771,206,4,824
91875631,24612654,440,12,5280
34717035,10261361,374,8,2992
95877006,4972037,349,11,3839
39416117,96428382,378,15,5670
78443167,49823783,429,1,429
25094091,17807890,214,6,1284
48981095,10996768,199,15,2985
75903565,89407264,89,11,979
10931196,88630939,94,3,282
29088812,64631936,130,10,1300
48253987,21450631,125,12,1500
87760354,2039138,75,1,75
11561989,18392845,252,4,1008
9786271,88669458,10,5,50
17881654,15392916,192,9,1728
47449046,44875688,165,15,2475
22488602,35274469,115,15,1725
37450045,85370265,491,12,5892
24661201,54767478,339,9,3051
80918653,18101157,459,8,3672
61400573,26342139,313,14,4382
82032869,34031377,47,9,423
96548240,84870476,181,5,905
13742324,87356694,381,6,2286
29841240,465090,61,13,793
67051199,53730794,450,13,5850
41465516,13893019,133,11,1463
216234,52583575,6,12,72
55568388,62033497,126,1,126
20284268,70486063,272,4,1088
99421076,45284960,349,1,349
6806200,19162287,297,14,4158
46213297,10017227,169,1,169
239844,43019083,15,9,135
4255505,20979904,34,12,408
76398933,88823164,146,3,438
12484713,48095242,280,12,3360
44236809,99166465,457,5,2285
21532979,80200802,323,8,2584
80982043,47925243,452,10,4520
60638298,96586600,488,4,1952
81286331,88769776,46,9,414
93849913,90056215,55,7,385
57978369,88422572,335,10,3350
68694920,65523995,314,9,2826
57867953,31489065,103,5,515
25430974,35689386,426,2,852
47783058,444224,230,12,2760
20607234,57055169,158,10,1580
13154042,6236458,47,5,235
7439964,95883724,353,6,2118
31147569,29424504,69,13,897
80721949,81360185,364,7,2548
40982595,44365479,321,15,4815
46714787,34917473,73,15,1095
32723700,61654419,293,12,3516
13752859,41492734,220,15,3300
25501476,7818486,274,9,2466
47440548,99648930,288,3,864
84579850,98152209,494,8,3952
76672293,44497392,279,11,3069
28735694,26718095,3,3,9
29873968,37959784,18,8,144
66942818,77133946,272,5,1360
83979040,31826853,212,2,424
4821434,58177372,212,3,636
66040156,54151208,83,2,166
33986883,68416928,140,1,140
40157535,86358736,420,1,420
25566659,55757478,82,9,738
77756770,62826686,85,9,765
64118604,28934950,380,2,760
87345643,63859188,241,7,1687
25510720,83830716,489,6,2934
75629052,33033440,257,8,2056
47693548,95662565,334,10,3340
15157126,6208660,472,1,472
36083121,23526716,324,2,648
21314223,73403630,385,12,4620
34596159,56756548,315,15,4725
64202181,61052185,125,14,1750
24113854,51491819,20,13,260
72848456,5790142,439,4,1756
11385370,5214976,306,13,3978
93599696,96208557,378,10,3780
42828051,42415541,394,8,3152
48706650,40519173,41,8,328
36303137,70203042,84,5,420
79755931,46867445,75,6,450
64704326,66738008,22,2,44
9517196,38001680,208,11,2288
2819341,97820567,76,11,836
87512847,10959176,107,6,642
62422123,82883591,248,10,2480
83642470,55429313,231,14,3234
29541690,82254087,325,10,3250
83746840,18346497,155,9,1395
74334148,9776715,111,14,1554
81421213,47820340,80,6,480
14286513,39204646,437,3,1311
44832681,98374502,466,13,6058
14988202,85489493,53,2,106
94219272,11550549,333,9,2997
46774958,60843036,135,4,540
30846852,19311241,474,11,5214
5315215,23415096,88,10,880
20078140,93478021,415,3,1245
78802353,17723442,216,8,1728
52562938,15530943,482,9,4338
49946437,11869788,54,6,324
58585016,90740442,266,1,266
21075933,53969231,449,4,1796
43301270,34959251,285,13,3705
42454588,81060863,3,10,30
61242784,83381614,102,11,1122
92751361,30092563,108,12,1296
73037743,8142832,296,8,2368
57457352,49426038,427,5,2135
16371767,15901729,471,3,1413
44420239,21591396,241,2,482
35869696,80925880,228,8,1824
46560643,63917185,25,2,50
1841442,93399944,315,4,1260
67682621,98290314,131,7,917
43753024,50548439,399,15,5985
40540825,78391369,72,4,288
27956380,33344782,440,7,3080
51640620,55109277,63,3,189
76449239,86349192,141,15,2115
77634580,54300323,80,6,480
75969912,33891149,414,11,4554
61433380,40922386,185,9,1665
43839476,34878033,359,2,718
88878799,46940193,39,10,390
42510031,99492557,302,11,3322
28401377,75628567,478,9,4302
26945446,43277353,288,14,4032
26825496,41020685,319,9,2871
51500351,12826919,92,8,736
93035644,56281958,414,8,3312
61254626,86111935,412,11,4532
54495661,43930494,367,6,2202
11374718,70002188,92,11,1012
45868696,90366628,331,1,331
29884179,24483940,25,13,325
33430829,85517264,111,3,333
98002573,75433406,340,3,1020
12700530,10681251,190,4,760
30551725,75736163,315,5,1575
21775147,37383350,33,15,495
57563527,83994937,255,14,3570
12597680,27930571,248,11,2728
16133730,26853079,429,7,3003
44739959,28318125,245,12,2940
16852518,80224068,222,4,888
47124950,18830279,410,10,4100
55545624,97905677,447,14,6258
33195407,42092919,261,6,1566
34305133,22398178,110,14,1540
5262335,5598465,127,1,127
30469969,35740896,12,4,48
30026964,74485086,5,6,30
29796748,8512352,323,7,2261
75342616,82443245,242,12,2904
23820333,18932355,125,4,500
98827763,2541051,418,11,4598
89674130,5619887,156,7,1092
28244929,43360314,289,12,3468
29104680,69392207,443,10,4430
90439407,63809152,473,1,473
86412353,9408265,319,12,3828
58730515,18043112,384,3,1152
6662660,13996956,316,1,316
51615161,80989134,275,8,2200
59975649,92993570,374,5,1870
77665270,85045354,30,2,60
93152372,91947680,133,14,1862
35536215,10755945,87,5,435
70538922,9459441,83,10,830
17366618,7309717,355,12,4260
8663832,53593856,179,9,1611
41584972,33874777,345,15,5175
14611575,75454777,71,9,639
43353422,35732297,22,3,66
67050871,36641468,148,1,148
25763690,92203105,24,12,288
33869124,88310688,416,15,6240
69532085,60245021,114,7,798
13566524,61454965,392,1,392
59342212,20414221,237,8,1896
78140240,99370763,467,13,6071
83231193,60231673,85,3,255
76517655,76035258,447,2,894
14783715,78142312,421,2,842
81899708,77642004,420,13,5460
35732792,56619782,159,10,1590
3857007,89454459,303,8,2424
21243646,63409574,428,14,5992
29080441,52033438,383,14,5362
94498622,54938199,63,10,630
60613516,79192835,134,13,1742
60288356,92341944,201,12,2412
69234996,54926974,134,3,402
4398370,49245905,477,3,1431
19346663,94220520,218,6,1308
37572822,41859803,480,2,960
85183261,28517214,271,15,4065
16694194,37772369,371,14,5194
91534422,90602474,33,8,264
25610994,40418551,235,14,3290
91828132,23075320,310,6,1860
7282201,79868754,469,5,2345
96691366,90878374,330,12,3960
96895757,45855047,165,7,1155
12839179,84722355,385,4,1540
3227473,66771067,198,1,198
905183,63622218,364,10,3640
41865439,76406683,392,12,4704
3874097,3046982,436,6,2616
97036654,25033557,210,10,2100
47245068,54775350,19,13,247
55175807,56395983,290,1,290
41853856,65844120,92,2,184
97228332,48141529,6,14,84
94241662,61118256,490,8,3920
37638696,86667388,218,3,654
59882923,20710941,40,2,80
9663633,75502997,466,5,2330
31104531,197854,469,2,938
78674165,43897056,434,2,868
85478213,33365725,236,13,3068
49865301,84269188,60,7,420
82951665,74686698,339,5,1695
76633669,80954279,251,14,3514
10395554,80004615,244,6,1464
955416,3966655,161,10,1610
80580775,22211248,386,7,2702
63185201,82097585,90,11,990
48757423,43572953,386,9,3474
91425065,66800958,83,1,83
97298731,10554517,115,12,1380
44535414,41039342,204,13,2652
17880121,42623557,165,5,825
17160520,9922839,179,3,537
40185095,92763326,185,1,185
74876655,15791801,202,10,2020
97613336,13094768,346,1,346
669702,86406383,253,15,3795
22244314,26688091,401,15,6015
18233568,64982786,332,9,2988
41898956,62212519,14,10,140
89143568,96264751,108,15,1620
7779350,10633137,123,11,1353
82354275,23499454,77,8,616
38298561,72983270,156,10,1560
56006285,14416996,288,14,4032
82109226,88449647,104,3,312
73771029,52052675,64,3,192
53272300,27903056,209,15,3135
86914673,76285967,100,11,1100
17411509,92342583,96,9,864
23121881,18700008,107,3,321
60522238,81971268,113,3,339
73973461,16375734,89,8,712
95433813,117517,340,11,3740
83427015,92360297,204,6,1224
32688535,90222382,249,7,1743
65695517,60972354,364,11,4004
6330170,79080651,221,3,663
95964942,70639902,317,1,317
804783,25612165,294,4,1176
98194537,43647507,443,12,5316
41611289,38204944,367,14,5138
96337837,65967010,321,15,4815
13398873,48787468,343,13,4459
40307701,33375724,43,9,387
3991633,1660630,308,14,4312
59578130,94783902,245,15,3675
54332669,54371866,204,8,1632
46864468,56665659,52,9,468
74364640,7769160,343,9,3087
26018836,21715396,232,14,3248
13280512,90318542,241,4,964
30506701,41633366,446,13,5798
24127974,96164600,122,10,1220
42971290,24796408,378,4,1512
83919367,97943167,406,6,2436
76843679,60582157,24,11,264
44874858,72478912,453,13,5889
24058131,46848796,168,5,840
51953607,56189360,379,6,2274
34553725,59924173,342,3,1026
69365409,49111828,124,7,868
68036041,66044673,195,4,780
25833331,96095751,294,8,2352
8044051,68977276,225,11,2475
62276412,57807416,198,2,396
70136302,70567892,195,13,2535
35084846,31658102,52,9,468
62736114,17011983,141,9,1269
47084650,99636524,222,13,2886
69063282,76437779,481,11,5291
43247769,86170338,83,1,83
1760286,28058458,348,11,3828
46495198,62944137,185,13,2405
92830615,71348384,402,8,3216
31233354,36619917,310,5,1550
13664220,21540776,253,15,3795
49202922,73873594,17,8,136
39993120,32351095,425,14,5950
77641496,24389648,391,11,4301
893114,86439350,142,15,2130
27644843,81031979,230,4,920
76697005,37534899,380,12,4560
27322185,47294134,86,5,430
63247930,91292155,131,6,786
21479083,44190927,194,3,582
51697952,44371517,154,1,154
87447880,28766414,200,7,1400
5088935,20160890,83,4,332
18840254,23399990,105,12,1260
26228747,55871938,392,10,3920
52777882,58104361,382,6,2292
29391332,8626493,339,13,4407
98987702,10695371,424,2,848
41192832,59994466,294,8,2352
53207906,14973604,70,1,70
54381506,1523669,456,14,6384
17959018,88176222,168,15,2520
58069448,9993129,126,5,630
23143050,10272138,165,12,1980
70626339,50444793,391,2,782
60658128,3310687,334,3,1002
27771525,2115665,67,11,737
85965836,3214596,317,7,2219
18433449,18070514,86,10,860
95745749,64681719,50,10,500
32089264,65077771,420,8,3360
60863843,57346847,81,13,1053
35319047,72259917,425,5,2125
67399017,30739383,150,2,300
43966998,61822177,427,13,5551
46002792,31713818,492,5,2460
84373168,51962357,134,11,1474
84988720,47054059,101,15,1515
51386269,7580024,303,1,303
78850521,73236320,416,5,2080
36836185,24744799,198,6,1188
13772819,28803737,330,12,3960
48685412,36465941,430,1,430
52930195,47921740,339,9,3051
34158609,70246063,349,13,4537
26767376,3118436,386,14,5404
51613457,27497609,434,5,2170
75834043,62810807,22,12,264
15430144,48323338,345,15,5175
52522499,35282167,106,11,1166
36014576,79765619,293,1,293
92469822,49031744,6,8,48
86194198,87577433,51,8,408
83893056,50384259,257,9,2313
66671343,90351389,488,6,2928
17764070,35418856,456,12,5472
82455248,62843829,360,7,2520
56968507,52664434,329,8,2632
89894378,37385194,320,8,2560
3879924,28248712,288,9,2592
19979632,46052964,213,2,426
23866010,84785701,84,2,168
60255532,6106751,495,12,5940
60532022,80786115,168,10,1680
95117188,89422793,419,13,5447
81331260,22269751,369,1,369
79492096,52694158,87,10,870
13817886,32079593,38,10,380
51613471,55346689,118,8,944
24218993,11312864,110,10,1100
4476672,55870603,351,9,3159
74861699,31789684,145,10,1450
67536504,80964803,268,3,804
53871527,77022356,242,10,2420
85375611,17449465,463,5,2315
5490837,89898314,440,6,2640
95537559,82204143,179,9,1611
76106330,98634217,349,3,1047
19909653,15643742,447,12,5364
22148131,41074466,301,15,4515
89668351,69639937,66,7,462
26765310,77311450,115,12,1380
44808198,13275075,70,10,700
90364471,54298859,285,5,1425
24380898,97738688,391,3,1173
47939653,76225529,365,4,1460
66797074,70131413,72,1,72
44427498,15092724,56,4,224
30774346,56422832,482,12,5784
38470646,23302013,191,15,2865
19206066,65476239,88,3,264
7668937,30221208,378,11,4158
395687,40065731,316,15,4740
74578733,9288362,404,4,1616
74154241,16248427,383,3,1149
87254846,98546794,160,2,320
31926584,36031658,94,7,658
30455719,87906400,330,2,660
19287089,47154902,287,6,1722
51828264,48114240,209,11,2299
56030266,12500840,372,13,4836
64395821,79330763,479,1,479
39614551,46870292,274,12,3288
55131742,253093,31,13,403
54151581,31214285,444,7,3108
6374969,55284288,307,9,2763
30862449,29564613,334,6,2004
70655759,20132576,203,1,203
65827383,34015889,154,7,1078
82081720,43876013,470,12,5640
84680655,64256894,393,10,3930
43184606,46468314,414,12,4968
88499666,92193741,267,9,2403
16916470,20323264,453,11,4983
2254104,2182803,322,2,644
72794074,23797239,280,1,280
18741643,16826601,262,13,3406
522601,27227763,99,14,1386
20773670,14090493,491,3,1473
23079090,24250399,274,7,1918
31635356,29942640,237,11,2607
64432472,64711416,299,7,2093
85824782,85677654,342,12,4104
36710829,10718872,425,8,3400
46576538,49481402,489,14,6846
73995333,90836671,105,15,1575
61515222,25865707,46,6,276
78871557,31254076,8,15,120
22720986,20880118,71,8,568
15178169,40099620,340,15,5100
8203182,77510433,420,1,420
46957849,55846042,337,8,2696
2489841,91557629,443,1,443
41988817,26116044,158,7,1106
66021223,23666849,54,10,540
6992729,93549783,5,10,50
15942593,85926141,81,12,972
81534944,43841301,392,10,3920
64522579,10362280,340,7,2380
58962480,45813375,468,7,3276
53910196,77345127,437,4,1748
47755796,91744814,7,15,105
64198606,13272050,343,7,2401
33078922,14787331,229,9,2061
94608618,95593289,389,9,3501
33552262,48156998,385,11,4235
4781745,30690264,264,13,3432
23895539,60746719,378,5,1890
1424485,10726921,136,13,1768
73780274,93716130,453,5,2265
8522337,88861487,201,15,3015
314916,36905898,32,12,384
15240286,61497887,67,13,871
55459082,49326499,382,7,2674
64391328,98011117,288,13,3744
46241313,48394161,293,8,2344
68732561,53352118,384,8,3072
62104494,89319406,46,5,230
31860710,39485311,395,5,1975
75913762,35280989,460,12,5520
1897289,3855027,51,8,408
57728643,30035478,465,14,6510
27513873,7968839,148,1,148
51172404,26807447,497,1,497
83166075,36209309,267,6,1602
34590669,43011636,141,11,1551
90651380,67835478,347,8,2776
18165197,94883213,69,1,69
23296435,80013631,300,7,2100
79892599,24237772,362,11,3982
87521429,78156692,397,9,3573
54994676,73785996,337,9,3033
84333667,36665983,54,3,162
25215595,64017778,249,11,2739
62003308,83766336,50,1,50
12674398,62099622,427,1,427
34185629,64568478,339,3,1017
69140204,43363643,423,7,2961
69965586,97003083,220,2,440
21126345,54781511,351,2,702
97801689,77816566,81,3,243
7374814,47510463,88,9,792
72168578,30509498,498,10,4980
94632699,30562349,471,14,6594
38429378,21528002,484,14,6776
62605052,1053753,305,4,1220
5789436,77163486,386,7,2702
79220248,8380081,446,7,3122
26902869,57322599,396,4,1584
18692457,13575847,473,2,946
23288218,83710360,195,15,2925
88557434,64269269,200,5,1000
82774158,88053677,291,8,2328
83982620,29452293,140,5,700
11878797,31894449,275,2,550
11794301,62297981,483,4,1932
19507736,96614082,379,3,1137
76646768,55445382,189,15,2835
72711231,36887279,155,10,1550
29307746,70553260,370,15,5550
32243321,45221354,408,3,1224
68430269,68094027,294,10,2940
70572469,97490791,228,7,1596
26780009,44065348,473,13,6149
16453708,32379495,424,14,5936
98856299,22947048,489,12,5868
17348362,99491635,447,13,5811
92521025,65670705,133,12,1596
92651197,28370185,27,8,216
48527712,14607554,274,6,1644
7844157,17555906,342,4,1368
56855036,23763364,112,1,112
46803436,96936269,163,11,1793
23066649,17422147,241,11,2651
41153987,19254579,71,2,142
98782260,99369163,226,13,2938
84061805,80759287,129,12,1548
90303197,21540837,328,14,4592
52369421,20788292,263,8,2104
60545558,29573585,155,14,2170
40254340,93065276,286,11,3146
95221977,73656746,265,14,3710
26310909,74125722,363,12,4356
80811633,40325453,88,11,968
8913173,6357252,366,15,5490
25488753,1693218,113,14,1582
28825234,1152012,3,14,42
93263030,39490872,291,13,3783
18651881,21519963,390,5,1950
85911604,50188826,130,3,390
70122114,52749346,277,4,1108
96027837,36697069,240,11,2640
13438029,14586781,124,2,248
76206139,11877493,229,11,2519
59841463,41122617,84,13,1092
29148042,17406468,5,11,55
80567615,51676599,95,1,95
75697822,54859234,496,4,1984
87324952,69343650,254,6,1524
68834968,79728270,225,2,450
43656608,36859078,64,10,640
76723742,46221773,98,14,1372
49378115,34373521,157,14,2198
59530053,17822367,298,6,1788
36874774,78529953,186,8,1488
57545646,47237421,440,12,5280
80367949,54229112,496,8,3968
59631224,64263199,273,12,3276
67775866,23120327,275,3,825
53555588,59349761,253,15,3795
32850116,62537971,346,8,2768
45796890,51939939,36,6,216
9065529,47596788,62,9,558
59758303,20379179,433,6,2598
25281415,30674370,387,8,3096
96654934,83225376,55,8,440
5218011,75733414,273,7,1911
50278879,34778487,14,13,182
20979867,13312596,276,15,4140
46968753,59987208,148,7,1036
46089762,89090503,330,10,3300
67368778,68768607,69,1,69
22361622,91170071,431,3,1293
43394203,57424200,415,4,1660
63273427,97966838,137,4,548
91810939,9170421,95,10,950
88957784,3574485,164,13,2132
25980011,72876558,118,8,944
46834713,86692632,355,5,1775
25893038,67720187,473,5,2365
80719175,72267585,495,6,2970
35978954,57470184,287,5,1435
97438991,84749628,10,3,30
8164315,21869204,200,15,3000
86944007,48627696,252,8,2016
97141310,79361330,446,12,5352
13673239,42452201,382,2,764
25017199,81407637,104,1,104
55135757,51581060,247,7,1729
51002442,15163240,138,8,1104
3772898,83455513,152,10,1520
13625566,92319172,369,10,3690
8545268,80374190,402,3,1206
74750061,11686705,399,2,798
95867809,32140934,271,6,1626
52259173,69638237,93,7,651
67058914,52642135,64,4,256
70904307,91672889,28,5,140
60307064,66815877,176,2,352
10872635,52054839,327,14,4578
90679827,31303668,439,1,439
26269672,57962924,457,15,6855
92159297,11791836,380,5,1900
143158,10499603,152,10,1520
25989236,83504112,456,8,3648
66289951,29412594,240,6,1440
4490067,26803845,355,12,4260
51860370,74626540,440,4,1760
58090466,5011339,87,6,522
39067609,58698464,371,11,4081
66225348,18514049,470,7,3290
32816808,38092343,293,12,3516
24850087,13509033,233,6,1398
89118801,15747341,215,8,1720
13619800,9496446,181,6,1086
67131655,69656453,168,15,2520
26872063,46760944,81,4,324
36408863,20511968,115,4,460
7473876,26475097,182,4,728
58162750,17537735,17,11,187
44505981,72508244,107,7,749
60354082,74423507,375,1,375
97489252,44278199,255,10,2550
4897200,62828314,373,11,4103
56992083,24541084,83,14,1162
38827471,87064506,329,12,3948
44726980,4175483,207,11,2277
15900760,65324066,481,11,5291
60075390,40859064,459,5,2295
86137461,94110593,324,14,4536
46775047,32997132,429,10,4290
24134682,61381797,111,12,1332
22438805,97105824,33,7,231
46055880,47134447,73,2,146
35069447,93737678,141,4,564
34657843,53835147,32,3,96
7438875,47323209,352,5,1760
87298581,2465838,390,15,5850
60723116,78279827,162,14,2268
24772877,39028105,313,3,939
21204388,93953467,490,12,5880
42292531,6142957,493,3,1479
62121781,69780066,308,15,4620
43476572,6698379,461,5,2305
2273761,22944269,337,2,674
34397312,37654733,221,3,663
96516096,81183166,156,6,936
18172089,4944553,456,6,2736
67883660,51116453,495,9,4455
40955254,18513387,259,12,3108
21079054,37355388,436,10,4360
21313974,55113205,56,8,448
60692214,33869292,362,13,4706
82567798,79970174,438,1,438
26812403,82600600,432,12,5184
74013104,51956646,423,8,3384
62869409,58393895,448,9,4032
73487760,54741638,198,2,396
23399990,70329988,225,3,675
46317551,61680364,372,6,2232
56448979,71584409,165,2,330
61028692,70937213,486,4,1944
60038371,37895686,440,13,5720
64320755,92753747,412,12,4944
76158902,50782666,428,10,4280
99832988,93516884,187,8,1496
26069333,57184944,341,8,2728
72790960,4662327,24,15,360
41919705,53001863,148,14,2072
1591903,98168576,134,4,536
80026167,38703423,183,4,732
71514239,9582910,174,11,1914
86958561,92611054,63,4,252
43923380,10456828,198,3,594
43098248,57046532,363,5,1815
10506639,65259139,275,13,3575
48794435,6473396,216,2,432
12722631,86639552,277,11,3047
68126865,80914167,210,10,2100
7344558,29895007,21,11,231
42808817,70824285,325,14,4550
36293438,70795592,364,5,1820
